ocel_event_id;ocel_object_id;ocel_qualifier
collect_hu1779_complete;hu1779;HU collected
21478_enter_Supplier Loading Area_tr4;tr4;moved_object
21478_enter_Supplier Loading Area_tr4;loc_Supplier_Loading_Area;location
21479_enter_Supplier Loading Area_cr340;cr340;moved_object
21479_enter_Supplier Loading Area_cr340;loc_Supplier_Loading_Area;location
load_truck_hu1789_complete;hu1789;HU loaded
load_truck_hu1789_complete;cr340;CR laded
load_truck_hu1789_complete;tr4;TR laded
load_truck_hu1785_complete;hu1785;HU loaded
load_truck_hu1785_complete;cr340;CR laded
load_truck_hu1785_complete;tr4;TR laded
21480_enter_Supplier Loading Area_tr1;tr1;moved_object
21480_enter_Supplier Loading Area_tr1;loc_Supplier_Loading_Area;location
21481_enter_Supplier Loading Area_cr297;cr297;moved_object
21481_enter_Supplier Loading Area_cr297;loc_Supplier_Loading_Area;location
load_truck_hu1770_complete;hu1770;HU loaded
load_truck_hu1770_complete;cr297;CR laded
load_truck_hu1770_complete;tr1;TR laded
collect_hu1778_complete;hu1778;HU collected
order_crs_td99;td99;ordered for TD
order_crs_td99;cr342;CRs ordered
collect_hu1781_complete;hu1781;HU collected
collect_hu1793_complete;hu1793;HU collected
collect_hu1786_complete;hu1786;HU collected
load_truck_hu1786_complete;hu1786;HU loaded
load_truck_hu1786_complete;cr340;CR laded
load_truck_hu1786_complete;tr4;TR laded
collect_hu1780_complete;hu1780;HU collected
21482_enter_Supplier Loading Area_tr5;tr5;moved_object
21482_enter_Supplier Loading Area_tr5;loc_Supplier_Loading_Area;location
21483_enter_Supplier Loading Area_cr335;cr335;moved_object
21483_enter_Supplier Loading Area_cr335;loc_Supplier_Loading_Area;location
load_truck_hu1793_complete;hu1793;HU loaded
load_truck_hu1793_complete;cr335;CR laded
load_truck_hu1793_complete;tr5;TR laded
collect_hu1792_complete;hu1792;HU collected
collect_hu1771_complete;hu1771;HU collected
load_truck_hu1795_complete;hu1795;HU loaded
load_truck_hu1795_complete;cr335;CR laded
load_truck_hu1795_complete;tr5;TR laded
21484_enter_Supplier Loading Area_tr6;tr6;moved_object
21484_enter_Supplier Loading Area_tr6;loc_Supplier_Loading_Area;location
21485_enter_Supplier Loading Area_cr338;cr338;moved_object
21485_enter_Supplier Loading Area_cr338;loc_Supplier_Loading_Area;location
load_truck_hu1781_complete;hu1781;HU loaded
load_truck_hu1781_complete;cr338;CR laded
load_truck_hu1781_complete;tr6;TR laded
load_truck_hu1779_complete;hu1779;HU loaded
load_truck_hu1779_complete;cr338;CR laded
load_truck_hu1779_complete;tr6;TR laded
load_truck_hu1780_complete;hu1780;HU loaded
load_truck_hu1780_complete;cr338;CR laded
load_truck_hu1780_complete;tr6;TR laded
load_truck_hu1791_complete;hu1791;HU loaded
load_truck_hu1791_complete;cr335;CR laded
load_truck_hu1791_complete;tr5;TR laded
load_truck_hu1778_complete;hu1778;HU loaded
load_truck_hu1778_complete;cr338;CR laded
load_truck_hu1778_complete;tr6;TR laded
collect_hu1769_complete;hu1769;HU collected
load_truck_hu1771_complete;hu1771;HU loaded
load_truck_hu1771_complete;cr297;CR laded
load_truck_hu1771_complete;tr1;TR laded
collect_hu1777_complete;hu1777;HU collected
load_truck_hu1769_complete;hu1769;HU loaded
load_truck_hu1769_complete;cr297;CR laded
load_truck_hu1769_complete;tr1;TR laded
load_truck_hu1777_complete;hu1777;HU loaded
load_truck_hu1777_complete;cr341;CR laded
load_truck_hu1777_complete;tr3;TR laded
collect_hu1773_complete;hu1773;HU collected
collect_hu1787_complete;hu1787;HU collected
load_truck_hu1773_complete;hu1773;HU loaded
load_truck_hu1773_complete;cr333;CR laded
load_truck_hu1773_complete;tr2;TR laded
drive_term_cr333_start;cr333;CR moved
drive_term_cr333_start;tr2;TR moved
21486_leave_Supplier Loading Area_tr2;tr2;moved_object
21486_leave_Supplier Loading Area_tr2;loc_Supplier_Loading_Area;location
21487_leave_Supplier Loading Area_cr333;cr333;moved_object
21487_leave_Supplier Loading Area_cr333;loc_Supplier_Loading_Area;location
load_truck_hu1792_complete;hu1792;HU loaded
load_truck_hu1792_complete;cr335;CR laded
load_truck_hu1792_complete;tr5;TR laded
load_truck_hu1783_complete;hu1783;HU loaded
load_truck_hu1783_complete;cr338;CR laded
load_truck_hu1783_complete;tr6;TR laded
load_truck_hu1787_complete;hu1787;HU loaded
load_truck_hu1787_complete;cr340;CR laded
load_truck_hu1787_complete;tr4;TR laded
collect_hu1784_complete;hu1784;HU collected
collect_hu1767_complete;hu1767;HU collected
load_truck_hu1784_complete;hu1784;HU loaded
load_truck_hu1784_complete;cr340;CR laded
load_truck_hu1784_complete;tr4;TR laded
collect_hu1774_complete;hu1774;HU collected
load_truck_hu1767_complete;hu1767;HU loaded
load_truck_hu1767_complete;cr297;CR laded
load_truck_hu1767_complete;tr1;TR laded
arr_notice_cr333;tr2;TR arrival notice
arr_notice_cr333;cr333;CR arrival notice
21488_enter_Terminal North_tr2;tr2;moved_object
21488_enter_Terminal North_tr2;loc_Terminal_North;location
21489_enter_Terminal North_cr333;cr333;moved_object
21489_enter_Terminal North_cr333;loc_Terminal_North;location
drive_term_cr333_complete;cr333;CR moved
drive_term_cr333_complete;tr2;TR moved
unload_truck_cr333_assign;cr333;CR unload allocated
unload_truck_cr333_assign;tr2;TR unload allocated
unload_truck_cr333_assign;fl2;candidate_object
unload_truck_cr333_assign;fl3;candidate_object
unload_truck_cr333_assign;fl1;candidate_object
unload_truck_cr333_assign;fl2;assigned_object
unload_truck_cr333_assign;loc_Terminal_North;location
21490_leave_Loading Bay_fl2;fl2;moved_object
21490_leave_Loading Bay_fl2;loc_Loading_Bay;location
21491_enter_Terminal North_fl2;fl2;moved_object
21491_enter_Terminal North_fl2;loc_Terminal_North;location
unload_truck_cr333_start;cr333;CR unloaded
unload_truck_cr333_start;tr2;TR unloaded
unload_truck_cr333_start;fl2;FL unloading
unload_truck_cr333_complete;cr333;CR unloaded
unload_truck_cr333_complete;tr2;TR unloaded
unload_truck_cr333_complete;fl2;FL unloading
21492_leave_Terminal North_tr2;tr2;moved_object
21492_leave_Terminal North_tr2;loc_Terminal_North;location
21493_enter_Truck Depot_tr2;tr2;moved_object
21493_enter_Truck Depot_tr2;loc_Truck_Depot;location
pick_cr334_start;cr334;CR picked
pick_cr334_start;tr2;TR moved
21494_leave_Truck Depot_tr2;tr2;moved_object
21494_leave_Truck Depot_tr2;loc_Truck_Depot;location
weigh_cr333_start;cr333;CR weighted
weigh_cr333_start;fl2;FL weighing
load_truck_hu1774_complete;hu1774;HU loaded
load_truck_hu1774_complete;cr341;CR laded
load_truck_hu1774_complete;tr3;TR laded
collect_hu1788_complete;hu1788;HU collected
collect_hu1801_complete;hu1801;HU collected
load_truck_hu1788_complete;hu1788;HU loaded
load_truck_hu1788_complete;cr340;CR laded
load_truck_hu1788_complete;tr4;TR laded
21495_enter_Supplier_tr2;tr2;moved_object
21495_enter_Supplier_tr2;loc_Supplier;location
21496_leave_Supplier_tr2;tr2;moved_object
21496_leave_Supplier_tr2;loc_Supplier;location
pick_cr334_complete;cr334;CR picked
pick_cr334_complete;tr2;TR moved
weigh_cr333_complete;cr333;CR weighted
weigh_cr333_complete;fl2;FL weighing
drive_term_cr340_start;cr340;CR moved
drive_term_cr340_start;tr4;TR moved
21497_leave_Supplier Loading Area_tr4;tr4;moved_object
21497_leave_Supplier Loading Area_tr4;loc_Supplier_Loading_Area;location
21498_leave_Supplier Loading Area_cr340;cr340;moved_object
21498_leave_Supplier Loading Area_cr340;loc_Supplier_Loading_Area;location
collect_hu1797_complete;hu1797;HU collected
21499_leave_Terminal North_fl2;fl2;moved_object
21499_leave_Terminal North_fl2;loc_Terminal_North;location
21500_leave_Terminal North_cr333;cr333;moved_object
21500_leave_Terminal North_cr333;loc_Terminal_North;location
21501_enter_Storage_fl2;fl2;moved_object
21501_enter_Storage_fl2;loc_Storage;location
21502_enter_Storage_cr333;cr333;moved_object
21502_enter_Storage_cr333;loc_Storage;location
place_stock_cr333_complete;cr333;CR stored
place_stock_cr333_complete;fl2;FL moved
collect_hu1796_complete;hu1796;HU collected
collect_hu1775_complete;hu1775;HU collected
load_truck_hu1775_complete;hu1775;HU loaded
load_truck_hu1775_complete;cr341;CR laded
load_truck_hu1775_complete;tr3;TR laded
collect_hu1799_complete;hu1799;HU collected
21503_enter_Supplier Loading Area_tr2;tr2;moved_object
21503_enter_Supplier Loading Area_tr2;loc_Supplier_Loading_Area;location
21504_enter_Supplier Loading Area_cr334;cr334;moved_object
21504_enter_Supplier Loading Area_cr334;loc_Supplier_Loading_Area;location
load_truck_hu1796_complete;hu1796;HU loaded
load_truck_hu1796_complete;cr334;CR laded
load_truck_hu1796_complete;tr2;TR laded
load_truck_hu1801_complete;hu1801;HU loaded
load_truck_hu1801_complete;cr334;CR laded
load_truck_hu1801_complete;tr2;TR laded
collect_hu1800_complete;hu1800;HU collected
collect_hu1768_complete;hu1768;HU collected
load_truck_hu1768_complete;hu1768;HU loaded
load_truck_hu1768_complete;cr297;CR laded
load_truck_hu1768_complete;tr1;TR laded
collect_hu1776_complete;hu1776;HU collected
load_truck_hu1776_complete;hu1776;HU loaded
load_truck_hu1776_complete;cr341;CR laded
load_truck_hu1776_complete;tr3;TR laded
collect_hu1790_complete;hu1790;HU collected
drive_term_cr341_start;cr341;CR moved
drive_term_cr341_start;tr3;TR moved
21505_leave_Supplier Loading Area_tr3;tr3;moved_object
21505_leave_Supplier Loading Area_tr3;loc_Supplier_Loading_Area;location
21506_leave_Supplier Loading Area_cr341;cr341;moved_object
21506_leave_Supplier Loading Area_cr341;loc_Supplier_Loading_Area;location
collect_hu1794_complete;hu1794;HU collected
load_truck_hu1790_complete;hu1790;HU loaded
load_truck_hu1790_complete;cr335;CR laded
load_truck_hu1790_complete;tr5;TR laded
load_truck_hu1799_complete;hu1799;HU loaded
load_truck_hu1799_complete;cr334;CR laded
load_truck_hu1799_complete;tr2;TR laded
collect_hu1798_complete;hu1798;HU collected
load_truck_hu1800_complete;hu1800;HU loaded
load_truck_hu1800_complete;cr334;CR laded
load_truck_hu1800_complete;tr2;TR laded
collect_hu1782_complete;hu1782;HU collected
arr_notice_cr340;tr4;TR arrival notice
arr_notice_cr340;cr340;CR arrival notice
21507_enter_Terminal North_tr4;tr4;moved_object
21507_enter_Terminal North_tr4;loc_Terminal_North;location
21508_enter_Terminal North_cr340;cr340;moved_object
21508_enter_Terminal North_cr340;loc_Terminal_North;location
drive_term_cr340_complete;cr340;CR moved
drive_term_cr340_complete;tr4;TR moved
unload_truck_cr340_assign;cr340;CR unload allocated
unload_truck_cr340_assign;tr4;TR unload allocated
unload_truck_cr340_assign;fl3;candidate_object
unload_truck_cr340_assign;fl1;candidate_object
unload_truck_cr340_assign;fl2;candidate_object
unload_truck_cr340_assign;fl2;assigned_object
unload_truck_cr340_assign;loc_Terminal_North;location
21509_leave_Storage_fl2;fl2;moved_object
21509_leave_Storage_fl2;loc_Storage;location
21510_enter_Terminal North_fl2;fl2;moved_object
21510_enter_Terminal North_fl2;loc_Terminal_North;location
unload_truck_cr340_start;cr340;CR unloaded
unload_truck_cr340_start;tr4;TR unloaded
unload_truck_cr340_start;fl2;FL unloading
unload_truck_cr340_complete;cr340;CR unloaded
unload_truck_cr340_complete;tr4;TR unloaded
unload_truck_cr340_complete;fl2;FL unloading
21511_leave_Terminal North_tr4;tr4;moved_object
21511_leave_Terminal North_tr4;loc_Terminal_North;location
21512_enter_Truck Depot_tr4;tr4;moved_object
21512_enter_Truck Depot_tr4;loc_Truck_Depot;location
pick_cr342_start;cr342;CR picked
pick_cr342_start;tr4;TR moved
21513_leave_Truck Depot_tr4;tr4;moved_object
21513_leave_Truck Depot_tr4;loc_Truck_Depot;location
weigh_cr340_start;cr340;CR weighted
weigh_cr340_start;fl2;FL weighing
weigh_cr340_complete;cr340;CR weighted
weigh_cr340_complete;fl2;FL weighing
21514_leave_Terminal North_fl2;fl2;moved_object
21514_leave_Terminal North_fl2;loc_Terminal_North;location
21515_leave_Terminal North_cr340;cr340;moved_object
21515_leave_Terminal North_cr340;loc_Terminal_North;location
21516_enter_Storage_fl2;fl2;moved_object
21516_enter_Storage_fl2;loc_Storage;location
21517_enter_Storage_cr340;cr340;moved_object
21517_enter_Storage_cr340;loc_Storage;location
place_stock_cr340_complete;cr340;CR stored
place_stock_cr340_complete;fl2;FL moved
21518_enter_Supplier_tr4;tr4;moved_object
21518_enter_Supplier_tr4;loc_Supplier;location
pick_cr342_complete;cr342;CR picked
pick_cr342_complete;tr4;TR moved
21519_leave_Supplier_tr4;tr4;moved_object
21519_leave_Supplier_tr4;loc_Supplier;location
load_truck_hu1794_complete;hu1794;HU loaded
load_truck_hu1794_complete;cr335;CR laded
load_truck_hu1794_complete;tr5;TR laded
load_truck_hu1798_complete;hu1798;HU loaded
load_truck_hu1798_complete;cr334;CR laded
load_truck_hu1798_complete;tr2;TR laded
load_truck_hu1782_complete;hu1782;HU loaded
load_truck_hu1782_complete;cr338;CR laded
load_truck_hu1782_complete;tr6;TR laded
collect_hu1806_complete;hu1806;HU collected
drive_term_cr338_start;cr338;CR moved
drive_term_cr338_start;tr6;TR moved
21520_leave_Supplier Loading Area_tr6;tr6;moved_object
21520_leave_Supplier Loading Area_tr6;loc_Supplier_Loading_Area;location
21521_leave_Supplier Loading Area_cr338;cr338;moved_object
21521_leave_Supplier Loading Area_cr338;loc_Supplier_Loading_Area;location
load_truck_hu1797_complete;hu1797;HU loaded
load_truck_hu1797_complete;cr334;CR laded
load_truck_hu1797_complete;tr2;TR laded
drive_term_cr334_start;cr334;CR moved
drive_term_cr334_start;tr2;TR moved
21522_leave_Supplier Loading Area_tr2;tr2;moved_object
21522_leave_Supplier Loading Area_tr2;loc_Supplier_Loading_Area;location
21523_leave_Supplier Loading Area_cr334;cr334;moved_object
21523_leave_Supplier Loading Area_cr334;loc_Supplier_Loading_Area;location
collect_hu1804_complete;hu1804;HU collected
collect_hu1805_complete;hu1805;HU collected
collect_hu1803_complete;hu1803;HU collected
collect_hu1802_complete;hu1802;HU collected
collect_hu1807_complete;hu1807;HU collected
collect_hu1772_complete;hu1772;HU collected
load_truck_hu1772_complete;hu1772;HU loaded
load_truck_hu1772_complete;cr297;CR laded
load_truck_hu1772_complete;tr1;TR laded
drive_term_cr297_start;cr297;CR moved
drive_term_cr297_start;tr1;TR moved
21524_leave_Supplier Loading Area_tr1;tr1;moved_object
21524_leave_Supplier Loading Area_tr1;loc_Supplier_Loading_Area;location
21525_leave_Supplier Loading Area_cr297;cr297;moved_object
21525_leave_Supplier Loading Area_cr297;loc_Supplier_Loading_Area;location
drive_term_cr335_start;cr335;CR moved
drive_term_cr335_start;tr5;TR moved
21526_leave_Supplier Loading Area_tr5;tr5;moved_object
21526_leave_Supplier Loading Area_tr5;loc_Supplier_Loading_Area;location
21527_leave_Supplier Loading Area_cr335;cr335;moved_object
21527_leave_Supplier Loading Area_cr335;loc_Supplier_Loading_Area;location
depart_vh23_complete;vh23;VH departed
depart_vh23_complete;cr286;CR departed
depart_vh23_complete;cr289;CR departed
depart_vh23_complete;cr290;CR departed
depart_vh23_complete;cr287;CR departed
depart_vh23_complete;td83;TD with CR departure
21528_leave_Loading Bay_vh23;vh23;moved_object
21528_leave_Loading Bay_vh23;loc_Loading_Bay;location
21529_enter_Supplier Loading Area_tr4;tr4;moved_object
21529_enter_Supplier Loading Area_tr4;loc_Supplier_Loading_Area;location
21530_enter_Supplier Loading Area_cr342;cr342;moved_object
21530_enter_Supplier Loading Area_cr342;loc_Supplier_Loading_Area;location
load_truck_hu1802_complete;hu1802;HU loaded
load_truck_hu1802_complete;cr342;CR laded
load_truck_hu1802_complete;tr4;TR laded
arr_notice_cr341;tr3;TR arrival notice
arr_notice_cr341;cr341;CR arrival notice
21531_enter_Terminal North_tr3;tr3;moved_object
21531_enter_Terminal North_tr3;loc_Terminal_North;location
21532_enter_Terminal North_cr341;cr341;moved_object
21532_enter_Terminal North_cr341;loc_Terminal_North;location
drive_term_cr341_complete;cr341;CR moved
drive_term_cr341_complete;tr3;TR moved
unload_truck_cr341_assign;cr341;CR unload allocated
unload_truck_cr341_assign;tr3;TR unload allocated
unload_truck_cr341_assign;fl1;candidate_object
unload_truck_cr341_assign;fl3;candidate_object
unload_truck_cr341_assign;fl2;candidate_object
unload_truck_cr341_assign;fl2;assigned_object
unload_truck_cr341_assign;loc_Terminal_North;location
21533_leave_Storage_fl2;fl2;moved_object
21533_leave_Storage_fl2;loc_Storage;location
21534_enter_Terminal North_fl2;fl2;moved_object
21534_enter_Terminal North_fl2;loc_Terminal_North;location
unload_truck_cr341_start;cr341;CR unloaded
unload_truck_cr341_start;tr3;TR unloaded
unload_truck_cr341_start;fl2;FL unloading
unload_truck_cr341_complete;cr341;CR unloaded
unload_truck_cr341_complete;tr3;TR unloaded
unload_truck_cr341_complete;fl2;FL unloading
weigh_cr341_start;cr341;CR weighted
weigh_cr341_start;fl2;FL weighing
21535_leave_Terminal North_tr3;tr3;moved_object
21535_leave_Terminal North_tr3;loc_Terminal_North;location
21536_enter_Truck Depot_tr3;tr3;moved_object
21536_enter_Truck Depot_tr3;loc_Truck_Depot;location
pick_cr330_start;cr330;CR picked
pick_cr330_start;tr3;TR moved
collect_hu1809_complete;hu1809;HU collected
21537_leave_Truck Depot_tr3;tr3;moved_object
21537_leave_Truck Depot_tr3;loc_Truck_Depot;location
load_truck_hu1803_complete;hu1803;HU loaded
load_truck_hu1803_complete;cr342;CR laded
load_truck_hu1803_complete;tr4;TR laded
collect_hu1811_complete;hu1811;HU collected
collect_hu1808_complete;hu1808;HU collected
weigh_cr341_complete;cr341;CR weighted
weigh_cr341_complete;fl2;FL weighing
load_truck_hu1804_complete;hu1804;HU loaded
load_truck_hu1804_complete;cr342;CR laded
load_truck_hu1804_complete;tr4;TR laded
collect_hu1810_complete;hu1810;HU collected
load_truck_hu1805_complete;hu1805;HU loaded
load_truck_hu1805_complete;cr342;CR laded
load_truck_hu1805_complete;tr4;TR laded
21538_leave_Terminal North_fl2;fl2;moved_object
21538_leave_Terminal North_fl2;loc_Terminal_North;location
21539_leave_Terminal North_cr341;cr341;moved_object
21539_leave_Terminal North_cr341;loc_Terminal_North;location
21540_enter_Storage_fl2;fl2;moved_object
21540_enter_Storage_fl2;loc_Storage;location
21541_enter_Storage_cr341;cr341;moved_object
21541_enter_Storage_cr341;loc_Storage;location
place_stock_cr341_complete;cr341;CR stored
place_stock_cr341_complete;fl2;FL moved
load_truck_hu1806_complete;hu1806;HU loaded
load_truck_hu1806_complete;cr342;CR laded
load_truck_hu1806_complete;tr4;TR laded
load_truck_hu1807_complete;hu1807;HU loaded
load_truck_hu1807_complete;cr342;CR laded
load_truck_hu1807_complete;tr4;TR laded
21542_enter_Supplier_tr3;tr3;moved_object
21542_enter_Supplier_tr3;loc_Supplier;location
21543_leave_Supplier_tr3;tr3;moved_object
21543_leave_Supplier_tr3;loc_Supplier;location
pick_cr330_complete;cr330;CR picked
pick_cr330_complete;tr3;TR moved
arr_notice_cr338;tr6;TR arrival notice
arr_notice_cr338;cr338;CR arrival notice
21544_enter_Terminal North_tr6;tr6;moved_object
21544_enter_Terminal North_tr6;loc_Terminal_North;location
21545_enter_Terminal North_cr338;cr338;moved_object
21545_enter_Terminal North_cr338;loc_Terminal_North;location
drive_term_cr338_complete;cr338;CR moved
drive_term_cr338_complete;tr6;TR moved
unload_truck_cr338_assign;cr338;CR unload allocated
unload_truck_cr338_assign;tr6;TR unload allocated
unload_truck_cr338_assign;fl3;candidate_object
unload_truck_cr338_assign;fl1;candidate_object
unload_truck_cr338_assign;fl2;candidate_object
unload_truck_cr338_assign;fl2;assigned_object
unload_truck_cr338_assign;loc_Terminal_North;location
21546_leave_Storage_fl2;fl2;moved_object
21546_leave_Storage_fl2;loc_Storage;location
21547_enter_Terminal North_fl2;fl2;moved_object
21547_enter_Terminal North_fl2;loc_Terminal_North;location
unload_truck_cr338_start;cr338;CR unloaded
unload_truck_cr338_start;tr6;TR unloaded
unload_truck_cr338_start;fl2;FL unloading
unload_truck_cr338_complete;cr338;CR unloaded
unload_truck_cr338_complete;tr6;TR unloaded
unload_truck_cr338_complete;fl2;FL unloading
weigh_cr338_start;cr338;CR weighted
weigh_cr338_start;fl2;FL weighing
21548_leave_Terminal North_tr6;tr6;moved_object
21548_leave_Terminal North_tr6;loc_Terminal_North;location
21549_enter_Truck Depot_tr6;tr6;moved_object
21549_enter_Truck Depot_tr6;loc_Truck_Depot;location
drive_term_cr342_start;cr342;CR moved
drive_term_cr342_start;tr4;TR moved
21550_leave_Supplier Loading Area_tr4;tr4;moved_object
21550_leave_Supplier Loading Area_tr4;loc_Supplier_Loading_Area;location
21551_leave_Supplier Loading Area_cr342;cr342;moved_object
21551_leave_Supplier Loading Area_cr342;loc_Supplier_Loading_Area;location
weigh_cr338_complete;cr338;CR weighted
weigh_cr338_complete;fl2;FL weighing
arr_notice_cr334;tr2;TR arrival notice
arr_notice_cr334;cr334;CR arrival notice
21552_enter_Terminal North_tr2;tr2;moved_object
21552_enter_Terminal North_tr2;loc_Terminal_North;location
21553_enter_Terminal North_cr334;cr334;moved_object
21553_enter_Terminal North_cr334;loc_Terminal_North;location
drive_term_cr334_complete;cr334;CR moved
drive_term_cr334_complete;tr2;TR moved
unload_truck_cr334_assign;cr334;CR unload allocated
unload_truck_cr334_assign;tr2;TR unload allocated
unload_truck_cr334_assign;fl1;candidate_object
unload_truck_cr334_assign;fl3;candidate_object
unload_truck_cr334_assign;fl1;assigned_object
unload_truck_cr334_assign;loc_Terminal_North;location
21554_leave_Loading Bay_fl1;fl1;moved_object
21554_leave_Loading Bay_fl1;loc_Loading_Bay;location
21555_enter_Terminal North_fl1;fl1;moved_object
21555_enter_Terminal North_fl1;loc_Terminal_North;location
unload_truck_cr334_start;cr334;CR unloaded
unload_truck_cr334_start;tr2;TR unloaded
unload_truck_cr334_start;fl1;FL unloading
unload_truck_cr334_complete;cr334;CR unloaded
unload_truck_cr334_complete;tr2;TR unloaded
unload_truck_cr334_complete;fl1;FL unloading
weigh_cr334_start;cr334;CR weighted
weigh_cr334_start;fl1;FL weighing
21556_leave_Terminal North_tr2;tr2;moved_object
21556_leave_Terminal North_tr2;loc_Terminal_North;location
21557_enter_Truck Depot_tr2;tr2;moved_object
21557_enter_Truck Depot_tr2;loc_Truck_Depot;location
weigh_cr334_complete;cr334;CR weighted
weigh_cr334_complete;fl1;FL weighing
21558_leave_Terminal North_fl2;fl2;moved_object
21558_leave_Terminal North_fl2;loc_Terminal_North;location
21559_leave_Terminal North_cr338;cr338;moved_object
21559_leave_Terminal North_cr338;loc_Terminal_North;location
21560_enter_Storage_fl2;fl2;moved_object
21560_enter_Storage_fl2;loc_Storage;location
21561_enter_Storage_cr338;cr338;moved_object
21561_enter_Storage_cr338;loc_Storage;location
place_stock_cr338_complete;cr338;CR stored
place_stock_cr338_complete;fl2;FL moved
21562_leave_Terminal North_fl1;fl1;moved_object
21562_leave_Terminal North_fl1;loc_Terminal_North;location
21563_leave_Terminal North_cr334;cr334;moved_object
21563_leave_Terminal North_cr334;loc_Terminal_North;location
21564_enter_Storage_fl1;fl1;moved_object
21564_enter_Storage_fl1;loc_Storage;location
21565_enter_Storage_cr334;cr334;moved_object
21565_enter_Storage_cr334;loc_Storage;location
place_stock_cr334_complete;cr334;CR stored
place_stock_cr334_complete;fl1;FL moved
arr_notice_cr342;tr4;TR arrival notice
arr_notice_cr342;cr342;CR arrival notice
21566_enter_Terminal South_tr4;tr4;moved_object
21566_enter_Terminal South_tr4;loc_Terminal_South;location
21567_enter_Terminal South_cr342;cr342;moved_object
21567_enter_Terminal South_cr342;loc_Terminal_South;location
drive_term_cr342_complete;cr342;CR moved
drive_term_cr342_complete;tr4;TR moved
unload_truck_cr342_assign;cr342;CR unload allocated
unload_truck_cr342_assign;tr4;TR unload allocated
unload_truck_cr342_assign;fl3;candidate_object
unload_truck_cr342_assign;fl2;candidate_object
unload_truck_cr342_assign;fl1;candidate_object
unload_truck_cr342_assign;fl3;assigned_object
unload_truck_cr342_assign;loc_Terminal_South;location
21568_leave_Loading Bay_fl3;fl3;moved_object
21568_leave_Loading Bay_fl3;loc_Loading_Bay;location
21569_enter_Terminal South_fl3;fl3;moved_object
21569_enter_Terminal South_fl3;loc_Terminal_South;location
unload_truck_cr342_start;cr342;CR unloaded
unload_truck_cr342_start;tr4;TR unloaded
unload_truck_cr342_start;fl3;FL unloading
unload_truck_cr342_complete;cr342;CR unloaded
unload_truck_cr342_complete;tr4;TR unloaded
unload_truck_cr342_complete;fl3;FL unloading
weigh_cr342_start;cr342;CR weighted
weigh_cr342_start;fl3;FL weighing
21570_leave_Terminal South_tr4;tr4;moved_object
21570_leave_Terminal South_tr4;loc_Terminal_South;location
21571_enter_Truck Depot_tr4;tr4;moved_object
21571_enter_Truck Depot_tr4;loc_Truck_Depot;location
arr_notice_cr335;tr5;TR arrival notice
arr_notice_cr335;cr335;CR arrival notice
21572_enter_Terminal North_tr5;tr5;moved_object
21572_enter_Terminal North_tr5;loc_Terminal_North;location
21573_enter_Terminal North_cr335;cr335;moved_object
21573_enter_Terminal North_cr335;loc_Terminal_North;location
drive_term_cr335_complete;cr335;CR moved
drive_term_cr335_complete;tr5;TR moved
unload_truck_cr335_assign;cr335;CR unload allocated
unload_truck_cr335_assign;tr5;TR unload allocated
unload_truck_cr335_assign;fl2;candidate_object
unload_truck_cr335_assign;fl1;candidate_object
unload_truck_cr335_assign;fl2;assigned_object
unload_truck_cr335_assign;loc_Terminal_North;location
21574_leave_Storage_fl2;fl2;moved_object
21574_leave_Storage_fl2;loc_Storage;location
21575_enter_Terminal North_fl2;fl2;moved_object
21575_enter_Terminal North_fl2;loc_Terminal_North;location
unload_truck_cr335_start;cr335;CR unloaded
unload_truck_cr335_start;tr5;TR unloaded
unload_truck_cr335_start;fl2;FL unloading
unload_truck_cr335_complete;cr335;CR unloaded
unload_truck_cr335_complete;tr5;TR unloaded
unload_truck_cr335_complete;fl2;FL unloading
weigh_cr335_start;cr335;CR weighted
weigh_cr335_start;fl2;FL weighing
21576_leave_Terminal North_tr5;tr5;moved_object
21576_leave_Terminal North_tr5;loc_Terminal_North;location
21577_enter_Truck Depot_tr5;tr5;moved_object
21577_enter_Truck Depot_tr5;loc_Truck_Depot;location
weigh_cr335_complete;cr335;CR weighted
weigh_cr335_complete;fl2;FL weighing
21578_leave_Terminal North_fl2;fl2;moved_object
21578_leave_Terminal North_fl2;loc_Terminal_North;location
21579_leave_Terminal North_cr335;cr335;moved_object
21579_leave_Terminal North_cr335;loc_Terminal_North;location
21580_enter_Storage_fl2;fl2;moved_object
21580_enter_Storage_fl2;loc_Storage;location
21581_enter_Storage_cr335;cr335;moved_object
21581_enter_Storage_cr335;loc_Storage;location
place_stock_cr335_complete;cr335;CR stored
place_stock_cr335_complete;fl2;FL moved
21582_enter_Supplier Loading Area_tr3;tr3;moved_object
21582_enter_Supplier Loading Area_tr3;loc_Supplier_Loading_Area;location
21583_enter_Supplier Loading Area_cr330;cr330;moved_object
21583_enter_Supplier Loading Area_cr330;loc_Supplier_Loading_Area;location
load_truck_hu1809_complete;hu1809;HU loaded
load_truck_hu1809_complete;cr330;CR laded
load_truck_hu1809_complete;tr3;TR laded
load_truck_hu1808_complete;hu1808;HU loaded
load_truck_hu1808_complete;cr330;CR laded
load_truck_hu1808_complete;tr3;TR laded
load_truck_hu1811_complete;hu1811;HU loaded
load_truck_hu1811_complete;cr330;CR laded
load_truck_hu1811_complete;tr3;TR laded
weigh_cr342_complete;cr342;CR weighted
weigh_cr342_complete;fl3;FL weighing
to_bay_cr342_start;cr342;CR brought to bay
